id,id_cliente_origen,id_cuenta_origen,id_cliente_destino,id_cuenta_destino,timestamp,monto,tipo
2622,1,1001,2,1002,2020-01-26 01:14:01,157309.32,EGRESO
2623,1,1001,2,1002,2020-01-26 12:41:16,7908229.95,INGRESO
2624,1,1001,2,1002,2020-01-26 21:37:48,6731032.00,EGRESO
2625,1,1001,2,1002,2020-01-26 22:02:24,4881792.64,INGRESO
2626,1,1001,2,1002,2020-01-26 23:31:51,1554971.95,EGRESO
2627,1,1001,2,1002,2020-01-27 05:39:18,7544612.65,INGRESO
2628,1,1001,2,1002,2020-01-27 11:53:36,8038830.24,EGRESO
2629,1,1001,2,1002,2020-01-27 16:23:42,3136693.51,EGRESO
2630,1,1001,2,1002,2020-01-27 18:59:44,6793292.47,EGRESO
2631,1,1001,2,1002,2020-01-27 20:09:39,3348002.70,INGRESO
2632,1,1001,2,1002,2020-01-27 21:10:28,3755919.34,EGRESO
2633,1,1001,2,1002,2020-01-28 06:10:23,57446.97,INGRESO
2634,1,1001,2,1002,2020-01-28 09:21:53,3811942.73,EGRESO
2635,1,1001,2,1002,2020-01-28 11:46:20,8590236.93,INGRESO
2636,1,1001,2,1002,2020-01-28 15:58:34,7556235.55,EGRESO
2637,1,1001,2,1002,2020-01-28 16:51:46,9284289.89,INGRESO
2638,1,1001,2,1002,2020-01-29 04:35:22,9259757.02,INGRESO
2639,1,1001,2,1002,2020-01-29 08:24:40,9976501.87,EGRESO
2640,1,1001,2,1002,2020-01-29 12:09:45,7188256.74,EGRESO
2641,1,1001,2,1002,2020-01-29 21:05:12,4211664.68,INGRESO
2642,1,1001,2,1002,2020-01-30 08:39:47,1947300.56,INGRESO
2643,1,1001,2,1002,2020-01-30 16:49:17,7213064.70,INGRESO
2644,1,1001,2,1002,2020-01-30 18:29:05,6071408.45,EGRESO
2645,1,1001,2,1002,2020-01-30 23:24:00,5145028.34,EGRESO
2646,1,1001,2,1002,2020-01-31 06:58:29,7876370.80,EGRESO
2647,1,1001,2,1002,2020-01-31 09:44:19,4288701.31,EGRESO
2648,1,1001,2,1002,2020-01-31 10:58:39,6269196.66,INGRESO
2649,1,1001,2,1002,2020-01-31 22:28:34,2382868.16,INGRESO
2650,1,1001,2,1002,2020-02-01 05:37:42,3811270.37,EGRESO
2651,1,1001,2,1002,2020-02-01 05:40:45,3007464.85,INGRESO
2652,1,1001,2,1002,2020-02-01 09:00:50,3696222.70,EGRESO
2653,1,1001,2,1002,2020-02-01 11:53:23,5855987.61,INGRESO
2654,1,1001,2,1002,2020-02-02 05:51:32,2802678.19,INGRESO
2655,1,1001,2,1002,2020-02-02 12:41:35,3100954.45,INGRESO
2656,1,1001,2,1002,2020-02-02 19:00:43,5248763.89,INGRESO
2657,1,1001,2,1002,2020-02-02 21:57:02,8304967.36,EGRESO
2658,1,1001,2,1002,2020-02-03 06:53:28,4875449.60,EGRESO
2659,1,1001,2,1002,2020-02-03 08:36:00,3904604.66,INGRESO
2660,1,1001,2,1002,2020-02-03 09:25:06,3627728.92,EGRESO
2661,1,1001,2,1002,2020-02-03 11:56:41,2887044.24,EGRESO
2662,1,1001,2,1002,2020-02-04 03:42:01,1537884.61,INGRESO
2663,1,1001,2,1002,2020-02-04 03:42:23,8478253.39,INGRESO
2664,1,1001,2,1002,2020-02-04 05:59:34,1827065.79,INGRESO
2665,1,1001,2,1002,2020-02-04 23:57:12,7905969.14,EGRESO
2666,1,1001,2,1002,2020-02-05 05:24:00,9403932.51,INGRESO
2667,1,1001,2,1002,2020-02-05 05:29:46,8740701.12,EGRESO
2668,1,1001,2,1002,2020-02-05 07:06:55,9032704.14,INGRESO
2669,1,1001,2,1002,2020-02-05 10:59:57,7640372.47,INGRESO
2670,1,1001,2,1002,2020-02-05 13:59:22,8520582.58,EGRESO
2671,1,1001,2,1002,2020-02-06 07:08:35,7320157.53,INGRESO
2672,1,1001,2,1002,2020-02-06 09:58:10,9778057.06,EGRESO
2673,1,1001,2,1002,2020-02-06 10:49:41,7039251.89,EGRESO
2674,1,1001,2,1002,2020-02-06 15:50:06,1846439.39,INGRESO
2675,1,1001,2,1002,2020-02-07 03:53:27,3251231.30,EGRESO
2676,1,1001,2,1002,2020-02-07 03:58:43,6017648.14,EGRESO
2677,1,1001,2,1002,2020-02-07 10:13:25,9425879.23,INGRESO
2678,1,1001,2,1002,2020-02-07 23:13:41,7494924.29,EGRESO
2679,1,1001,2,1002,2020-02-08 01:14:07,1963018.17,INGRESO
2680,1,1001,2,1002,2020-02-08 07:30:59,5515282.28,EGRESO
2681,1,1001,2,1002,2020-02-08 14:08:20,6854704.32,EGRESO
2682,1,1001,2,1002,2020-02-08 16:53:26,87656.44,EGRESO
2683,1,1001,2,1002,2020-02-09 00:27:33,6163085.68,EGRESO
2684,1,1001,2,1002,2020-02-09 08:05:57,3523537.34,INGRESO
2685,1,1001,2,1002,2020-02-09 14:31:40,8954544.80,INGRESO
2686,1,1001,2,1002,2020-02-09 15:53:36,96113.54,INGRESO
2687,1,1001,2,1002,2020-02-10 10:47:05,4121651.86,INGRESO
2688,1,1001,2,1002,2020-02-10 16:52:02,4802340.48,INGRESO
2689,1,1001,2,1002,2020-02-10 18:13:19,3105830.29,EGRESO
2690,1,1001,2,1002,2020-02-10 23:01:27,1066745.37,INGRESO
2691,1,1001,2,1002,2020-02-11 00:48:18,3031366.44,EGRESO
2692,1,1001,2,1002,2020-02-11 05:09:47,5289823.43,INGRESO
2693,1,1001,2,1002,2020-02-11 09:21:53,4523336.19,INGRESO
2694,1,1001,2,1002,2020-02-11 21:58:49,3730343.54,EGRESO
2695,1,1001,2,1002,2020-02-12 00:12:03,3537978.04,INGRESO
2696,1,1001,2,1002,2020-02-12 08:49:16,2912564.77,EGRESO
2697,1,1001,2,1002,2020-02-12 14:44:06,5797170.71,INGRESO
2698,1,1001,2,1002,2020-02-12 15:39:24,1338657.40,INGRESO
2699,1,1001,2,1002,2020-02-12 20:53:52,3201626.00,EGRESO
2700,1,1001,2,1002,2020-02-13 08:19:18,655232.95,INGRESO
2701,1,1001,2,1002,2020-02-13 15:20:01,6906194.56,INGRESO
2702,1,1001,2,1002,2020-02-13 21:23:15,4024705.40,INGRESO
2703,1,1001,2,1002,2020-02-13 23:33:49,9321977.79,EGRESO
2704,1,1001,2,1002,2020-02-14 08:19:23,8776037.36,INGRESO
2705,1,1001,2,1002,2020-02-14 21:15:14,9096261.65,EGRESO
2706,1,1001,2,1002,2020-02-14 23:21:47,5841926.40,EGRESO
2707,1,1001,2,1002,2020-02-14 23:45:22,9905350.25,EGRESO
2708,1,1001,2,1002,2020-02-15 04:31:21,8918138.28,EGRESO
2709,1,1001,2,1002,2020-02-15 06:36:30,3445922.22,EGRESO
2710,1,1001,2,1002,2020-02-15 16:31:33,8699887.33,INGRESO
2711,1,1001,2,1002,2020-02-15 23:21:27,829938.03,INGRESO
2712,1,1001,2,1002,2020-02-16 03:33:47,6492853.33,INGRESO
2713,1,1001,2,1002,2020-02-16 09:27:33,2840344.14,INGRESO
2714,1,1001,2,1002,2020-02-16 11:23:47,1155478.62,EGRESO
2715,1,1001,2,1002,2020-02-16 15:44:52,6431546.21,INGRESO
2716,1,1001,2,1002,2020-02-16 22:52:29,6464502.32,INGRESO
2717,1,1001,2,1002,2020-02-17 05:41:47,4833694.49,EGRESO
2718,1,1001,2,1002,2020-02-17 08:49:31,9293658.46,EGRESO
2719,1,1001,2,1002,2020-02-17 09:06:15,3939148.04,EGRESO
2720,1,1001,2,1002,2020-02-17 14:34:06,7214138.73,EGRESO
2721,1,1001,2,1002,2020-02-17 15:16:35,6252353.71,EGRESO
2722,1,1001,2,1002,2020-02-17 22:55:24,912956.22,EGRESO
2723,1,1001,2,1002,2020-02-18 00:42:56,5277169.09,EGRESO
2724,1,1001,2,1002,2020-02-18 15:25:19,5242567.13,INGRESO
2725,1,1001,2,1002,2020-02-18 16:34:23,1886731.13,EGRESO
2726,1,1001,2,1002,2020-02-18 17:34:34,8008958.60,EGRESO
2727,1,1001,2,1002,2020-02-18 22:37:50,7441760.85,EGRESO
2728,1,1001,2,1002,2020-02-19 06:39:54,4960736.34,EGRESO
2729,1,1001,2,1002,2020-02-19 11:56:38,5977499.94,INGRESO
2730,1,1001,2,1002,2020-02-19 14:54:13,9701330.84,INGRESO
2731,1,1001,2,1002,2020-02-19 18:52:08,4934705.69,EGRESO
2732,1,1001,2,1002,2020-02-19 23:49:45,9151029.83,INGRESO
2733,1,1001,2,1002,2020-02-20 00:23:13,1175329.57,INGRESO
2734,1,1001,2,1002,2020-02-20 01:23:19,9621343.18,EGRESO
2735,1,1001,2,1002,2020-02-20 03:52:23,7515926.22,EGRESO
2736,1,1001,2,1002,2020-02-20 14:09:08,4114736.53,INGRESO
2737,1,1001,2,1002,2020-02-20 17:50:04,8726235.20,EGRESO
2738,1,1001,2,1002,2020-02-21 05:51:21,2057318.55,INGRESO
2739,1,1001,2,1002,2020-02-21 07:16:29,4504292.10,INGRESO
2740,1,1001,2,1002,2020-02-21 07:55:58,8185568.31,EGRESO
2741,1,1001,2,1002,2020-02-21 09:08:48,4478736.44,INGRESO
2742,1,1001,2,1002,2020-02-21 19:46:59,5435033.65,INGRESO
2743,1,1001,2,1002,2020-02-22 03:40:49,2300942.92,INGRESO
2744,1,1001,2,1002,2020-02-22 12:40:40,4480519.53,INGRESO
2745,1,1001,2,1002,2020-02-22 18:54:15,902845.42,INGRESO
2746,1,1001,2,1002,2020-02-22 20:55:08,5564631.71,INGRESO
2747,1,1001,2,1002,2020-02-23 07:27:47,7398785.03,INGRESO
2748,1,1001,2,1002,2020-02-23 16:37:51,760988.28,INGRESO
2749,1,1001,2,1002,2020-02-23 17:19:15,6863277.47,EGRESO
2750,1,1001,2,1002,2020-02-23 19:41:54,2194972.95,INGRESO
2751,1,1001,2,1002,2020-02-24 00:35:11,1002664.43,INGRESO
2752,1,1001,2,1002,2020-02-24 13:28:05,9762616.07,EGRESO
2753,1,1001,2,1002,2020-02-24 18:38:53,4553469.17,EGRESO
2754,1,1001,2,1002,2020-02-24 23:16:29,5063219.49,EGRESO
2755,1,1001,2,1002,2020-02-25 12:28:58,3653824.30,INGRESO
2756,1,1001,2,1002,2020-02-25 14:56:25,46877.08,EGRESO
2757,1,1001,2,1002,2020-02-25 16:38:08,9520224.62,EGRESO
2758,1,1001,2,1002,2020-02-25 18:59:38,8068995.46,INGRESO
2759,1,1001,2,1002,2020-02-26 06:41:31,7350363.29,EGRESO
2760,1,1001,2,1002,2020-02-26 07:38:56,6229577.97,INGRESO
2761,1,1001,2,1002,2020-02-26 14:17:24,1402667.48,EGRESO
2762,1,1001,2,1002,2020-02-26 18:42:23,9600668.36,INGRESO
2763,1,1001,2,1002,2020-02-27 02:03:41,6000961.37,INGRESO
2764,1,1001,2,1002,2020-02-27 04:27:22,8970826.69,EGRESO
2765,1,1001,2,1002,2020-02-27 12:56:32,331587.83,EGRESO
2766,1,1001,2,1002,2020-02-27 22:21:18,8486935.06,EGRESO
2767,1,1001,2,1002,2020-02-27 23:12:47,504873.62,INGRESO
2768,1,1001,2,1002,2020-02-28 00:29:04,313782.41,INGRESO
2769,1,1001,2,1002,2020-02-28 02:14:21,5137768.21,INGRESO
2770,1,1001,2,1002,2020-02-28 09:11:30,3090916.91,EGRESO
2771,1,1001,2,1002,2020-02-28 09:59:20,6577180.59,INGRESO
2772,1,1001,2,1002,2020-02-28 13:54:08,6909734.70,EGRESO
2773,1,1001,2,1002,2020-02-28 14:33:07,5180328.01,EGRESO
2774,1,1001,2,1002,2020-02-29 02:44:14,2836086.15,INGRESO
2775,1,1001,2,1002,2020-02-29 15:14:24,4207372.27,EGRESO
2776,1,1001,2,1002,2020-02-29 15:18:41,5961639.92,EGRESO
2777,1,1001,2,1002,2020-02-29 22:53:07,750700.39,INGRESO
2778,1,1001,2,1002,2020-03-01 03:58:40,5953709.07,EGRESO
2779,1,1001,2,1002,2020-03-01 08:10:16,3638899.35,EGRESO
2780,1,1001,2,1002,2020-03-01 09:39:14,1181092.17,EGRESO
2781,1,1001,2,1002,2020-03-01 12:49:13,5580440.25,INGRESO
2782,1,1001,2,1002,2020-03-01 21:07:24,9305359.42,EGRESO
2783,1,1001,2,1002,2020-03-02 07:58:13,5553218.92,INGRESO
2784,1,1001,2,1002,2020-03-02 11:02:59,7280451.22,INGRESO
2785,1,1001,2,1002,2020-03-02 14:34:51,8458815.50,EGRESO
2786,1,1001,2,1002,2020-03-02 19:11:24,7617214.87,INGRESO
2787,1,1001,2,1002,2020-03-03 02:30:30,8024747.65,EGRESO
2788,1,1001,2,1002,2020-03-03 04:42:27,674384.60,INGRESO
2789,1,1001,2,1002,2020-03-03 05:59:25,3146757.64,EGRESO
2790,1,1001,2,1002,2020-03-03 07:43:08,4152926.96,EGRESO
2791,1,1001,2,1002,2020-03-03 14:16:15,208025.30,EGRESO
2792,1,1001,2,1002,2020-03-03 16:49:30,9244654.00,EGRESO
2793,1,1001,2,1002,2020-03-04 07:01:59,8919190.47,EGRESO
2794,1,1001,2,1002,2020-03-04 17:04:53,460130.26,EGRESO
2795,1,1001,2,1002,2020-03-04 23:05:38,6874109.45,INGRESO
2796,1,1001,2,1002,2020-03-04 23:22:54,6254802.42,EGRESO
2797,1,1001,2,1002,2020-03-05 05:19:31,1250966.36,INGRESO
2798,1,1001,2,1002,2020-03-05 08:13:40,3145285.50,INGRESO
2799,1,1001,2,1002,2020-03-05 12:51:25,3060575.14,EGRESO
2800,1,1001,2,1002,2020-03-05 20:27:49,4078813.82,EGRESO
2801,1,1001,2,1002,2020-03-06 10:43:00,9400773.04,EGRESO
2802,1,1001,2,1002,2020-03-06 15:02:50,7984668.21,EGRESO
2803,1,1001,2,1002,2020-03-06 17:02:34,5690975.24,EGRESO
2804,1,1001,2,1002,2020-03-06 19:57:42,8836307.14,INGRESO
2805,1,1001,2,1002,2020-03-06 23:15:28,9221586.68,INGRESO
2806,1,1001,2,1002,2020-03-07 04:33:25,6507331.29,INGRESO
2807,1,1001,2,1002,2020-03-07 12:54:57,1505493.30,EGRESO
2808,1,1001,2,1002,2020-03-07 17:05:25,1589495.52,INGRESO
2809,1,1001,2,1002,2020-03-07 23:39:05,8227578.53,INGRESO
2810,1,1001,2,1002,2020-03-08 08:23:26,4466333.16,INGRESO
2811,1,1001,2,1002,2020-03-08 09:13:53,9855637.17,INGRESO
2812,1,1001,2,1002,2020-03-08 09:44:11,5648430.86,INGRESO
2813,1,1001,2,1002,2020-03-08 13:41:42,7344894.76,EGRESO
2814,1,1001,2,1002,2020-03-09 00:05:53,1963790.92,EGRESO
2815,1,1001,2,1002,2020-03-09 06:46:04,6865238.12,INGRESO
2816,1,1001,2,1002,2020-03-09 10:14:18,1398058.64,EGRESO
2817,1,1001,2,1002,2020-03-09 15:30:50,4731449.54,EGRESO
2818,1,1001,2,1002,2020-03-09 17:32:00,6960720.55,INGRESO
2819,1,1001,2,1002,2020-03-10 08:55:08,5064643.25,EGRESO
2820,1,1001,2,1002,2020-03-10 10:59:20,7039363.09,EGRESO
2821,1,1001,2,1002,2020-03-10 13:02:00,769876.21,EGRESO
2822,1,1001,2,1002,2020-03-10 23:49:33,9527287.39,EGRESO
2823,1,1001,2,1002,2020-03-11 11:39:45,5440526.17,EGRESO
2824,1,1001,2,1002,2020-03-11 15:36:03,7266565.61,INGRESO
2825,1,1001,2,1002,2020-03-11 17:27:35,4364993.09,INGRESO
2826,1,1001,2,1002,2020-03-11 17:39:19,1477850.23,INGRESO
2827,1,1001,2,1002,2020-03-12 03:06:36,1989006.44,EGRESO
2828,1,1001,2,1002,2020-03-12 05:33:41,6157223.50,INGRESO
2829,1,1001,2,1002,2020-03-12 13:11:44,6197524.49,EGRESO
2830,1,1001,2,1002,2020-03-12 22:41:45,8359885.00,INGRESO
2831,1,1001,2,1002,2020-03-12 23:12:12,8099974.39,EGRESO
2832,1,1001,2,1002,2020-03-13 02:04:39,8791845.77,INGRESO
2833,1,1001,2,1002,2020-03-13 03:06:17,5893998.74,EGRESO
2834,1,1001,2,1002,2020-03-13 11:02:16,9890888.94,INGRESO
2835,1,1001,2,1002,2020-03-13 14:01:17,6195129.67,EGRESO
2836,1,1001,2,1002,2020-03-14 05:06:42,7132146.97,EGRESO
2837,1,1001,2,1002,2020-03-14 11:49:19,4515412.14,INGRESO
2838,1,1001,2,1002,2020-03-14 19:19:13,4228446.69,EGRESO
2839,1,1001,2,1002,2020-03-14 20:33:21,7596606.50,INGRESO
2840,1,1001,2,1002,2020-03-15 00:25:04,7897985.14,INGRESO
2841,1,1001,2,1002,2020-03-15 00:32:44,766721.04,EGRESO
2842,1,1001,2,1002,2020-03-15 07:38:12,3475544.70,INGRESO
2843,1,1001,2,1002,2020-03-15 12:33:59,8477532.82,INGRESO
2844,1,1001,2,1002,2020-03-15 21:12:23,5899898.76,EGRESO
2845,1,1001,2,1002,2020-03-15 23:03:09,1303257.35,INGRESO
2846,1,1001,2,1002,2020-03-15 23:55:54,6094884.82,EGRESO
2847,1,1001,2,1002,2020-03-16 02:37:17,4066850.03,EGRESO
2848,1,1001,2,1002,2020-03-16 09:06:11,1184657.35,EGRESO
2849,1,1001,2,1002,2020-03-16 10:40:03,731417.97,EGRESO
2850,1,1001,2,1002,2020-03-16 22:08:38,7378095.97,EGRESO
2851,1,1001,2,1002,2020-03-16 23:52:57,6946769.37,INGRESO
2852,1,1001,2,1002,2020-03-17 03:41:45,9187594.40,EGRESO
2853,1,1001,2,1002,2020-03-17 05:11:48,1744940.82,EGRESO
2854,1,1001,2,1002,2020-03-17 06:45:35,9707757.53,INGRESO
2855,1,1001,2,1002,2020-03-17 08:30:23,3677504.00,EGRESO
2856,1,1001,2,1002,2020-03-17 21:03:43,1214961.58,INGRESO
2857,1,1001,2,1002,2020-03-18 05:33:31,8724423.45,EGRESO
2858,1,1001,2,1002,2020-03-18 07:35:33,3169484.78,EGRESO
2859,1,1001,2,1002,2020-03-18 12:36:49,4157916.21,INGRESO
2860,1,1001,2,1002,2020-03-18 14:39:14,7627789.67,INGRESO
2861,1,1001,2,1002,2020-03-18 16:27:19,7457603.14,INGRESO
2862,1,1001,2,1002,2020-03-19 06:06:48,2444868.67,INGRESO
2863,1,1001,2,1002,2020-03-19 19:27:40,8067571.63,EGRESO
2864,1,1001,2,1002,2020-03-19 22:08:59,7355250.75,EGRESO
2865,1,1001,2,1002,2020-03-19 22:11:30,6740799.20,INGRESO
2866,1,1001,2,1002,2020-03-20 03:17:29,9728084.07,EGRESO
